Sentiment,Text,Label,Prediction
0,"Just got back from Acer service center. They said it could be anything, powerboard, motherboard, LCD, hard drive. Get well Bruce.",0,1
4,"@cutiepie04ct its just a lot of work... but the ladies look nice,,",1,1
0,@hotelqueen hmm...your blog won't let me post a comment.,0,0
0,On train waiting to go to southampton. This really isn't what sundays were designed for,0,0
0,@GlowMore and the clearnce stuff are boring,0,0
0,@Starlsy they started making sickly girly pop instead of rock. i think they're still going. saw them at the now demolished waterloo.,0,1
4,@Tizzalicious see you soon!,1,1
0,@nickjonass i wish  bc my old gryffindor one is worn. out. its this one http://i40.tinypic.com/4t0k5f.png - @nickjonass i wish : http: ...,0,0
0,I suck at studying. Im watching the CMT Awards instead,0,0
4,@KristenCampisi Hmm not sure. Be right back,1,1
0,"had a lie in then worked out, now working  last exam tomos! cant wait!",0,0
0,i wish i had a mary poppins bag,0,0
0,@vishuzpwnedyou most of the cute shoes weren't in my size,0,0
4,@bronxelf I'm sure you've seen quite a lot. I'll just take your word for it.,1,1
0,Wishing they were actually showing am NBA game on espn today,0,0
0,"@omgitsafox D'aw~  I would give you ( a very bad, but I would try! ) back rub. If you get my shoulders/neck &gt;:3",0,1
0,i'm really disappointed with ewebguru's customer support and service.,0,0
4,@goctopus lol it's liek how may times you can rotate the shape to make the same shape as you started I think,1,1
0,since i can barely move my limbs i cant physically get out of my chair!! im stuck its horrid,0,0
0,is at my cuzin Amber's grad party but still a little upset about this morning,0,0
4,@megan__fox very pretty in confessions of drama queen.,1,1
0,About to go to work,0,0
4,@bernardnio malakas ba ulan jan? d2 kasi chill chill lang si Mr. Sun,1,1
0,Looks like I've got a lot of unfollowing jobs to do!,0,0
0,"It's been a good day  .. flights are booked,1 exam left, im alive.. just can't ask about my 18th yet   wanna know all the details. Now!",0,0
0,@room704 So I tried to get a badge on my blog for the party but they don't work,0,0
4,@LaurenLibby you are so sweet!!!  thanks for all you are doing for the cause of Christ!,1,1
0,Pocohontas is a really sad movie  ! Going to sleep. Breakfast w/ dad and the sisters tomorrow for Fathers day.,0,0
4,"@jasabout Haahaa, if i actually start to sweat bacon fat, I'd probably have dogs from the entire neighborhood follow me home",1,1
0,"Three out of three, I can't believe they didn't kiss on stage",0,0
0,i built a pc with an aluminum case for work... now my refrigerator magnets wont stick anymore - bummer,0,0
0,all day.. no play.,0,0
4,@StewartKris Why don't U fellow @MrRathbone  he's always funny as hell.,1,0
4,"@Bergting hahah sorry if that last tweet was unreadable, I'm a few bottles in. But I know what your saying",1,1
4,@SweetNeshie Good Morning,1,1
0,@toyaberry can you check if anyone has my name?! Probs been snapped up by a yank,0,1
0,"@sandraPersson its gonna be i think, because we have danish and math exams  so i'm actually a little nervous",0,0
0,I know nigel would help me out rite now.,0,0
4,Finally found a software that can convert my library of pdf files into .mobi format on my mac  Now to see if it works...,1,1
4,@muskrat_john I believe you know what my vote would be.  Level 1 Imp!,1,1
4,on my way to J..  wohow,1,1
0,"I'm mad at you. @mileycyrus  .. If it doesn't work out the first time, don't go back to it. Honestly. It'll make problems worse.",0,0
0,@Lauren_Belle as long as yr at the arthouse??  i've slept so much fri/sat but i'm still tired. no drinking for me i think.,0,0
0,I have a giving arm,0,0
4,@IrieDiva LOL just rubbin it in huh!  its cool,1,1
0,@cakeandcoke hahaha! Twitter is boring  - http://tweet.sg,0,0
4,@iflymichelle if we all go and wanna go together sure,1,1
0,@jchronowski47  r u watching game?  we r on delay.  just saw 1st goal..redwings.   -Linda,0,1
4,@enoxisureka I will promote it more. I think it's a great idea and thank you for supporting it!,1,1
4,"evening now in abu dhabi, time for the girls night routine to start! in an hour and a half lights will be out and the house quiet again!",1,1
4,http://tinyurl.com/cplmmh omg im like even more excited now!!!!,1,1
4,@Tjmajors Nice. In that case they should be pretty healthy.,1,1
4,Finally got a new router... awesome digital display. Let's see how well it works!,1,1
4,So I am planning on taking a trip overseas where should i go??? and more importantly who is rolling with me,1,1
0,@YourboyH @seanhills on how good the sex was!!! The best parts... But then again sex was always diff when we used to do it... Sigh,0,1
4,"Work ht six to twelve. Tired, but feeling SO much better.",1,1
0,"prayin hasnt even started and i shedded enough tears for every intern.... 9 days, this sucks",0,0
4,"@iterations Nooo, design has no limitations of course",1,0
0,Trying to put JONAS - Fashion Victim on iPod but going really slow!!  &lt;3,0,0
4,Where did I leave my Citeh jersey?,1,0
0,I don't got time for lil kid shyt n dat comin around when u please..put bytches on or keep it movin bc ur playin..now screw it n u too,0,1
4,"Evidently, my sister Rachel is a karoke queen",1,1
4,kind of surprised i didn't wake up this morning with black ink all over my body ha... thanks i appreciate it,1,1
4,"sorrry beb, but you've just been shut out !",1,1
0,@RVPaul If i goto your profile i can see your messages tp me but they have not showeed up on here,0,0
4,Going through my Twitter mails,1,1
0,@jonbateman unfortunately not,0,0
0,@CorinnaHoffman You're gonna have to stop talking about cupcakes for a month. Or else I'll have to bake my own.,0,1
0,thought work was insane yesterday,0,0
0,@jennytbl I don't know when the series in german begins...,0,0
0,@kevlite mann imma b runnin around all damn day...I just wana sleep,0,0
0,I want to go home.,0,0
0,"2 sad  ..I'm starting 2 think all of this was a big mistake, the worst part of it is that i'm 2 into it that i don't know how 2 get out",0,0
4,@chizpizza from?? Send me link asap!!,1,1
0,@phil_hellmuth Sorry Phil&gt;&gt;&gt;I really thought this one was the one,0,0
0,"Its Raining Just Now  But Im Going To Work At 4:30, Thats Not Really Good Either, But At Least I Wil Be Out Of The Rain  &lt;3 xx",0,0
4,@HotRosalie ::runs to you and kisses you:: hi,1,1
4,@katyperry yey you changed it hehe,1,1
4,"@dbarzydlo Bah, but that's my last year!  Oh well, have a great time",1,0
0,@dazednfazed i hate halo 3  two was the best,0,0
4,Iï¿½m so excited,1,1
4,night twitter. i have a really nice bed waiting,1,1
0,feels sp down with Karma....whaaaahuhuhu  http://plurk.com/p/xi6eh,0,0
4,"@MarleeMatlin  Hi Marlee, I had the same problem earlier..it's temperamental.Look forward to seeing your new pic tomorrow",1,1
0,not the least being my tummy's upset. (the othr is unassuageable guilt. y don't i just march right up 2 wilbr &amp; tell him he's delicious?),0,0
0,@mileycyrus http://twitpic.com/2y606 - I want a Sofie!  She's helllza cute.,0,0
4,gotta go.. going to watch a movie on TV I hope it's good. later twitterverse!,1,1
4,@hannahber Thanks Sam. I'm going through a lot lately. Take care of yourself.,1,1
0,"So from this moment foward, imma have to spend my money wisely. No dress and shoe shopping every week. No more pigging out @ my fav rest.",0,0
4,@likeaword it is truly beautiful,1,1
0,No rustin  but hoping for Casa next week!,0,0
4,@Agent_M Does it have MP? I was looking at buying it today. Almost looks as good as the film,1,1
4,@curiositykate That's one of my favourite tweets ever.,1,1
0,"awake....exhausted.....can't sleep tho, goin on 24hrs @ 10:28...can u say insomnia",0,0
4,"@yourchica it was nice meeting you! Are you doing any west coast shows? If not, i think you should",1,1
4,I'm excited that I already found my roomie for next year!,1,1
4,@akriozere Ability to control flight represents personal sense of power. So that's a good dream,1,1
4,"@CRschilliger You are not alone.  BTW, thanks for help with gmail.",1,1
0,"can't even believe what a great day today has been.  Too bad I am peeling and I can't enjoy the track, pool or trip to the lake.",0,0
0,*Gak* Dying desktop computer means figuring when we can replace &amp; interruption in my podcast listening (that's where they're all stored),0,1
4,@noreendoreen i will be i am hoping,1,1
0,"@BonjourHoney Guilt trips, feeling sick, pressure. stress and too much drama",0,0
4,"@daniellekiemel I need the original covers. IM me when your online, so I can show u the email I got from createspace, re the cover",1,1
4,Looks like @GarethCliff concurs that the iPhone is THE best phone ever  -&gt; http://bit.ly/JeDdB,1,1
4,@henhenmom Yes! I love early bedtimes  and fortunately Forrest usually settles for the night around 9! Ahhh!,1,1
4,got a new MacBook!,1,1
4,@BETHBRITTBRAND Hi.I'm so jealous right now  Weather in Germany sucks.,1,0
0,"fuck shit up, @jamilaimani. miss you",0,0
0,Have a golf ball sized swelling on my ankle and it's turned black and blue.,0,0
0,@ThatGeigerGirl aws no!  Where did you make it? Who with?,0,0
0,Good Morning  Magisa lan ako sa haws whole day!  http://plurk.com/p/xidn9,0,1
4,"themirror can lie doesn't show you what's inside and itit can tellyou you're full of life,itsamazing what youcan hide justby putting on a",1,0
0,"Bed, finalllllly. Exam tomorrow",0,0
4,okee dokee im gonna hit the hay  nighty night twitterland  oh and @pepperlive...dont forget to tweet  sweet dreams twitter peeps,1,1
0,@Charis_75 I am lost. Please help me find a good home.,0,0
4,@f3ew wouldn't mind being inline for the book giveaway... scuse the pun,1,1
0,I HATE THIS RAIN!!!!!!!!!!!!,0,0
4,"I think I did enough comic books for 2 lifetimes, LOL! Not to say I will do more. Cause I will! Wait till you see new Antarctic specials!",1,1
4,Look- confetti from the @nkotb concert in March....  http://twitpic.com/6rg49,1,1
0,making myself some lunchh im so bored  and it's so gloomy! ugh.,0,0
4,He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq http://ff.im/2L63l,1,1
4,@strebel I am here. I have a Sundevils cap on. Was it me?,1,1
4,Happy happy happy  i've had a wonderful day. I hope all is well with everyone. Goodnight!,1,1
0,@NothinButSAMMI booooooo.,0,1
4,@kyle_newman I'll try &amp; post some pics of promoting FANBOYS this weekend.  Many people have shown Great interest.  It'll be a Blast!,1,1
4,With the boyfriend. Life is good,1,1
4,"@bananchips Thanks, might need it anyway",1,1
4,"@oliviamunn because u were supposed to be playing 1vs100 on Xbox live! 97,000 players at one time",1,0
0,@GloriaVelez anytime mamita this has been a horrible 1st half,0,0
0,"Ok. I'm sick of Trillian, and Pidgin just doesn't work. I need a decent IM client. I WANT ADIUM!!!",0,0
0,"No Girl tomorrow.  So, I can sleep in.  But, no Girl ...",0,0
4,@ddlovato i just voted for you and i've drawn a picture of you. its not that good but i keep up drawing,1,1
0,@lean_nasution iyahh..younger but not miss miss me,0,0
4,I fancy atl. Mmmm,1,1
4,@bigfranco03 better be a Pre. I don't care if you have T-Mobile.,1,1
0,"@I100 I'm not sure  I think so, but the ATP ranking system is so weird to me, that I'm really not sure!",0,0
0,Cant believe ive decided to sell my Subaru..,0,0
0,"only problem was sudden weather change resulted in shorter run time, increased lung pain &amp; major stitch forcing walk for 4 mins  x",0,0
0,Staying home. Don't feel good.,0,0
0,SQUEEEEE! My iPhone 3GS just arrived! Now I need to wait until lunch to hook it up,0,0
0,@Chamoritta: Thank you so much! I am very happy to be here with you as well! It was a scary experience...and I can't swim  haha!,0,1
0,@sneeper have fun! I can't make it then unfortunately.,0,0
0,missing him  i hate spain,0,0
4,Just joined Twitter.... another way to waste time by sharing your time with equally jobless people,1,1
4,"@PeterJThomas Great!  When is she publishing?  Also, is she going to refer to you as a consultant???",1,1
0,@shineonmedia http://twitpic.com/7yva1 -,0,1
4,@Jenny907 did someone say chocolate so early?,1,0
4,@greenlasagna she's one of God's best @karicasteel - she's an amazing mom who teaches her littles good stuff!,1,1
0,@JaeCy09  What do you do? TweetDeck won't let me view your profile,0,0
4,Leaving Cert Folks- Good luck in English. Stay cool and enjoy your Longley.,1,1
4,@insidebikes Welcome from us car people!,1,1
0,rainy day,0,0
0,@mrvacbob neither of them had a reason beyond &quot;I like this stuff&quot;,0,1
4,Eels- ï¿½The Look You Gave That Guyï¿½ video http://bit.ly/WU4u8 esta cancion te conquista a la primera escucha,1,1
0,@acosmos I now have great hatred of The weather channel. And you lose points for brining that to my attention,0,1
4,I found the negatives I lost!  can't wait for my photography exam now.,1,0
4,awake... watching t.v. with the hubbs... about to eat some breakfast...,1,1
0,"@Kelly208 i know!  i WAS going to go, but i think ima skip out now that its not even outside. my eye really hurts believe it or not",0,0
4,"@nervoussharkII ÑÐµ Ð²Ð¸Ð´Ð¸Ð¼ ÐºÐ°Ðº ÑÐµ ÑÐ°Ð·Ð²Ð¸Ñ?Ñ Ñ?ÑÐ±Ð¸ÑÐ¸Ñ?ÑÐ°, Ð´Ð°Ð½Ð¾ Ð¸ Ð·Ð° Ð² Ð±ÑÐ´ÐµÑÐµ Ð´Ð° Ð¼Ð¾Ð¶ÐµÐ¼ Ð´Ð° Ð¿ÑÐ°Ð²Ð¸Ð¼ Ð¿Ð°ÑÑÐ¸ÑÐ° ÑÐ¾Ð³Ð°Ð²Ð°, Ð½Ð¾ ÑÐ¾Ð²Ð° Ð½Ðµ Ð²Ð¸Ð½Ð°Ð³Ð¸ Ð·Ð°Ð²Ð¸Ñ?Ð¸ Ð¾Ñ Ð½Ð°Ñ?",1,1
4,@IndigoHerbs why not grow your own herbs?,1,1
4,just came back from the valley it was hella fun got fucked up at my cuzins grad party,1,0
0,@wmw111 I don't like petai.,0,0
4,update #1000! uhull  #twittadainÃºtil,1,1
4,@Katey_Louise i will next time i'm on msn..i dont go on much though,1,1
4,"@gypsyraven ah cool, yeah just checked out your blog, I like it",1,1
0,I miss my friends at home.,0,0
4,home and trying to dry out from an extremely wet and incredibly fun night with Brad Paisley,1,1
0,"gym, bank, work...Gosh, I miss college.",0,0
4,@Fearnecotton Anything by McFly or James Morrison,1,1
4,just saw a job ad looking for &quot;synergistic business professionals&quot;...can someone tell me what that means?,1,0
0,Forgot to refill my meds today. Oops. Not good,0,0
